matchid,venue,innings,batting_team,bowler,runs
548315,M Chinnaswamy Stadium,1,Kolkata Knight Riders,M Muralitharan,13
548315,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,B Lee,13
548315,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,JH Kallis,7
548315,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,L Balaji,0
548316,Feroz Shah Kotla,1,Chennai Super Kings,IK Pathan,18
548316,Feroz Shah Kotla,1,Chennai Super Kings,UT Yadav,15
548316,Feroz Shah Kotla,1,Chennai Super Kings,M Morkel,8
548316,Feroz Shah Kotla,2,Delhi Daredevils,JA Morkel,24
548316,Feroz Shah Kotla,2,Delhi Daredevils,DE Bollinger,18
548316,Feroz Shah Kotla,2,Delhi Daredevils,R Ashwin,8
548317,Wankhede Stadium,1,Mumbai Indians,AA Chavan,23
548317,Wankhede Stadium,1,Mumbai Indians,A Singh,20
548317,Wankhede Stadium,1,Mumbai Indians,KK Cooper,11
548317,Wankhede Stadium,2,Rajasthan Royals,SL Malinga,10
548317,Wankhede Stadium,2,Rajasthan Royals,MM Patel,13
548317,Wankhede Stadium,2,Rajasthan Royals,JEC Franklin,12
548317,Wankhede Stadium,2,Rajasthan Royals,PP Ojha,9
548318,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,R Ashwin,34
548318,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,DE Bollinger,17
548318,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,JA Morkel,5
548318,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,DL Vettori,9
548318,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Z Khan,16
548318,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,R Vinay Kumar,7
548318,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,RR Bhatkal,20
548319,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,P Kumar,16
548319,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,P Awana,12
548319,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,AD Mascarenhas,1
548319,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,AB Dinda,8
548319,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,A Nehra,12
548319,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,MN Samuels,8
548319,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,AD Mathews,10
548320,Eden Gardens,1,Rajasthan Royals,L Balaji,9
548320,Eden Gardens,1,Rajasthan Royals,JH Kallis,26
548320,Eden Gardens,1,Rajasthan Royals,SP Narine,10
548320,Eden Gardens,2,Kolkata Knight Riders,J Botha,15
548320,Eden Gardens,2,Kolkata Knight Riders,A Singh,17
548320,Eden Gardens,2,Kolkata Knight Riders,AA Chavan,4
548322,Subrata Roy Sahara Stadium,1,Chennai Super Kings,M Kartik,6
548322,Subrata Roy Sahara Stadium,1,Chennai Super Kings,AB Dinda,7
548322,Subrata Roy Sahara Stadium,1,Chennai Super Kings,A Nehra,18
548322,Subrata Roy Sahara Stadium,1,Chennai Super Kings,R Sharma,8
548322,Subrata Roy Sahara Stadium,1,Chennai Super Kings,MN Samuels,4
548322,Subrata Roy Sahara Stadium,2,Pune Warriors,KMDN Kulasekara,21
548322,Subrata Roy Sahara Stadium,2,Pune Warriors,JA Morkel,22
548322,Subrata Roy Sahara Stadium,2,Pune Warriors,R Ashwin,5
548322,Subrata Roy Sahara Stadium,2,Pune Warriors,DJ Bravo,8
548323,Eden Gardens,1,Kings XI Punjab,YK Pathan,7
548323,Eden Gardens,1,Kings XI Punjab,JH Kallis,13
548323,Eden Gardens,1,Kings XI Punjab,SP Narine,6
548323,Eden Gardens,2,Kolkata Knight Riders,P Kumar,19
548323,Eden Gardens,2,Kolkata Knight Riders,BA Bhatt,11
548323,Eden Gardens,2,Kolkata Knight Riders,AD Mascarenhas,18
548324,M Chinnaswamy Stadium,1,Rajasthan Royals,Z Khan,10
548324,M Chinnaswamy Stadium,1,Rajasthan Royals,S Aravind,24
548324,M Chinnaswamy Stadium,1,Rajasthan Royals,R Vinay Kumar,9
548324,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,J Botha,24
548324,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Pankaj Singh,8
548324,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,A Singh,22
548325,Wankhede Stadium,1,Mumbai Indians,IK Pathan,4
548325,Wankhede Stadium,1,Mumbai Indians,S Nadeem,10
548325,Wankhede Stadium,1,Mumbai Indians,M Morkel,9
548325,Wankhede Stadium,2,Delhi Daredevils,MM Patel,12
548325,Wankhede Stadium,2,Delhi Daredevils,RP Singh,17
548325,Wankhede Stadium,2,Delhi Daredevils,CJ McKay,12
548326,Sawai Mansingh Stadium,1,Deccan Chargers,Pankaj Singh,19
548326,Sawai Mansingh Stadium,1,Deccan Chargers,A Singh,20
548326,Sawai Mansingh Stadium,1,Deccan Chargers,J Botha,18
548326,Sawai Mansingh Stadium,2,Rajasthan Royals,Ankit Sharma,13
548326,Sawai Mansingh Stadium,2,Rajasthan Royals,DW Steyn,12
548326,Sawai Mansingh Stadium,2,Rajasthan Royals,DT Christian,26
548326,Sawai Mansingh Stadium,2,Rajasthan Royals,Anand Rajan,11
548327,M Chinnaswamy Stadium,1,Pune Warriors,Z Khan,17
548327,M Chinnaswamy Stadium,1,Pune Warriors,TM Dilshan,13
548327,M Chinnaswamy Stadium,1,Pune Warriors,R Vinay Kumar,7
548327,M Chinnaswamy Stadium,1,Pune Warriors,HV Patel,11
548327,M Chinnaswamy Stadium,1,Pune Warriors,DL Vettori,10
548327,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,AB Dinda,16
548327,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,A Nehra,19
548327,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,B Kumar,5
548327,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,MN Samuels,2
548328,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,B Lee,17
548328,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,JH Kallis,23
548328,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,SP Narine,5
548328,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,P Kumar,25
548328,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,AD Mascarenhas,8
548328,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Harmeet Singh,14
548328,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,PP Chawla,6
548330,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,M Kartik,7
548330,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,A Nehra,2
548330,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,B Kumar,22
548330,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,MN Samuels,11
548330,"MA Chidambaram Stadium, Chepauk",2,Pune Warriors,DE Bollinger,27
548330,"MA Chidambaram Stadium, Chepauk",2,Pune Warriors,KMDN Kulasekara,10
548330,"MA Chidambaram Stadium, Chepauk",2,Pune Warriors,R Ashwin,16
548321,Feroz Shah Kotla,1,Deccan Chargers,IK Pathan,16
548321,Feroz Shah Kotla,1,Deccan Chargers,KP Pietersen,7
548321,Feroz Shah Kotla,1,Deccan Chargers,M Morkel,12
548321,Feroz Shah Kotla,1,Deccan Chargers,AB Agarkar,15
548321,Feroz Shah Kotla,2,Delhi Daredevils,V Pratap Singh,16
548321,Feroz Shah Kotla,2,Delhi Daredevils,DW Steyn,11
548321,Feroz Shah Kotla,2,Delhi Daredevils,DT Christian,7
548331,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Z Khan,15
548331,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,R Vinay Kumar,12
548331,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,HV Patel,14
548331,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,P Kumar,19
548331,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,P Awana,17
548333,Feroz Shah Kotla,1,Pune Warriors,IK Pathan,11
548333,Feroz Shah Kotla,1,Pune Warriors,S Nadeem,3
548333,Feroz Shah Kotla,1,Pune Warriors,M Morkel,31
548333,Feroz Shah Kotla,1,Pune Warriors,UT Yadav,7
548333,Feroz Shah Kotla,2,Delhi Daredevils,AC Thomas,7
548333,Feroz Shah Kotla,2,Delhi Daredevils,A Nehra,9
548333,Feroz Shah Kotla,2,Delhi Daredevils,M Kartik,13
548333,Feroz Shah Kotla,2,Delhi Daredevils,AD Mathews,20
548332,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,KMDN Kulasekara,11
548332,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,DE Bollinger,13
548332,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,DJ Bravo,15
548332,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,R Ashwin,2
548332,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,AL Menaria,2
548332,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,STR Binny,12
548332,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,A Singh,20
548332,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,KK Cooper,6
548332,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,GB Hogg,5
548335,Barabati Stadium,1,Deccan Chargers,YK Pathan,19
548335,Barabati Stadium,1,Deccan Chargers,B Lee,11
548335,Barabati Stadium,1,Deccan Chargers,SP Narine,5
548335,Barabati Stadium,1,Deccan Chargers,L Balaji,4
548335,Barabati Stadium,2,Kolkata Knight Riders,DW Steyn,19
548335,Barabati Stadium,2,Kolkata Knight Riders,Ankit Sharma,4
548335,Barabati Stadium,2,Kolkata Knight Riders,V Pratap Singh,19
548334,Wankhede Stadium,1,Mumbai Indians,P Kumar,8
548334,Wankhede Stadium,1,Mumbai Indians,BA Bhatt,14
548334,Wankhede Stadium,1,Mumbai Indians,P Awana,6
548334,Wankhede Stadium,1,Mumbai Indians,Azhar Mahmood,11
548334,Wankhede Stadium,2,Kings XI Punjab,MM Patel,20
548334,Wankhede Stadium,2,Kings XI Punjab,RP Singh,12
548334,Wankhede Stadium,2,Kings XI Punjab,PP Ojha,10
548334,Wankhede Stadium,2,Kings XI Punjab,KA Pollard,6
548336,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,A Chandila,13
548336,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Pankaj Singh,22
548336,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,KK Cooper,2
548336,Sawai Mansingh Stadium,2,Rajasthan Royals,Z Khan,15
548336,Sawai Mansingh Stadium,2,Rajasthan Royals,R Vinay Kumar,29
548336,Sawai Mansingh Stadium,2,Rajasthan Royals,DL Vettori,4
548337,Subrata Roy Sahara Stadium,1,Pune Warriors,IK Pathan,10
548337,Subrata Roy Sahara Stadium,1,Pune Warriors,M Morkel,11
548337,Subrata Roy Sahara Stadium,1,Pune Warriors,UT Yadav,7
548337,Subrata Roy Sahara Stadium,2,Delhi Daredevils,AC Thomas,15
548337,Subrata Roy Sahara Stadium,2,Delhi Daredevils,A Nehra,34
548337,Subrata Roy Sahara Stadium,2,Delhi Daredevils,LJ Wright,12
548339,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,RJ Peterson,3
548339,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,RP Singh,18
548339,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,CJ McKay,14
548339,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,MM Patel,9
548339,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,P Kumar,14
548339,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,BA Bhatt,8
548339,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,P Awana,18
548341,Subrata Roy Sahara Stadium,1,Deccan Chargers,A Nehra,16
548341,Subrata Roy Sahara Stadium,1,Deccan Chargers,AC Thomas,13
548341,Subrata Roy Sahara Stadium,1,Deccan Chargers,MN Samuels,9
548341,Subrata Roy Sahara Stadium,1,Deccan Chargers,B Kumar,12
548341,Subrata Roy Sahara Stadium,2,Pune Warriors,Ankit Sharma,11
548341,Subrata Roy Sahara Stadium,2,Pune Warriors,JP Duminy,19
548341,Subrata Roy Sahara Stadium,2,Pune Warriors,MS Gony,9
548341,Subrata Roy Sahara Stadium,2,Pune Warriors,J Theron,5
548342,Feroz Shah Kotla,1,Delhi Daredevils,SL Malinga,16
548342,Feroz Shah Kotla,1,Delhi Daredevils,RP Singh,32
548342,Feroz Shah Kotla,1,Delhi Daredevils,R Shukla,6
548342,Feroz Shah Kotla,2,Mumbai Indians,IK Pathan,21
548342,Feroz Shah Kotla,2,Mumbai Indians,S Nadeem,8
548342,Feroz Shah Kotla,2,Mumbai Indians,M Morkel,7
548342,Feroz Shah Kotla,2,Mumbai Indians,UT Yadav,13
548344,Eden Gardens,1,Kolkata Knight Riders,Z Khan,21
548344,Eden Gardens,1,Kolkata Knight Riders,DL Vettori,2
548344,Eden Gardens,1,Kolkata Knight Riders,KP Appanna,16
548344,Eden Gardens,1,Kolkata Knight Riders,R Vinay Kumar,7
548344,Eden Gardens,2,Royal Challengers Bangalore,YK Pathan,15
548344,Eden Gardens,2,Royal Challengers Bangalore,B Lee,16
548344,Eden Gardens,2,Royal Challengers Bangalore,SP Narine,1
548344,Eden Gardens,2,Royal Challengers Bangalore,JH Kallis,3
548343,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,KMDN Kulasekara,14
548343,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,JA Morkel,11
548343,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,R Ashwin,13
548343,"MA Chidambaram Stadium, Chepauk",1,Kings XI Punjab,SB Jakati,5
548343,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,P Kumar,14
548343,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,BA Bhatt,6
548343,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Bipul Sharma,11
548343,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,P Awana,14
548343,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Azhar Mahmood,3
548345,Feroz Shah Kotla,1,Delhi Daredevils,AA Chavan,13
548345,Feroz Shah Kotla,1,Delhi Daredevils,Pankaj Singh,11
548345,Feroz Shah Kotla,1,Delhi Daredevils,A Singh,11
548345,Feroz Shah Kotla,1,Delhi Daredevils,KK Cooper,7
548345,Feroz Shah Kotla,2,Rajasthan Royals,IK Pathan,14
548345,Feroz Shah Kotla,2,Rajasthan Royals,S Nadeem,8
548345,Feroz Shah Kotla,2,Rajasthan Royals,M Morkel,12
548345,Feroz Shah Kotla,2,Rajasthan Royals,UT Yadav,6
548346,Wankhede Stadium,1,Deccan Chargers,Harbhajan Singh,3
548346,Wankhede Stadium,1,Deccan Chargers,RP Singh,20
548346,Wankhede Stadium,1,Deccan Chargers,MM Patel,8
548346,Wankhede Stadium,1,Deccan Chargers,SL Malinga,7
548346,Wankhede Stadium,2,Mumbai Indians,DW Steyn,3
548346,Wankhede Stadium,2,Mumbai Indians,V Pratap Singh,20
548346,Wankhede Stadium,2,Mumbai Indians,DT Christian,8
548347,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Iqbal Abdulla,15
548347,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,B Lee,12
548347,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,YK Pathan,10
548347,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,SP Narine,6
548347,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,SB Jakati,7
548347,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,JA Morkel,19
548347,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,R Ashwin,11
548349,Sawai Mansingh Stadium,1,Rajasthan Royals,IK Pathan,23
548349,Sawai Mansingh Stadium,1,Rajasthan Royals,UT Yadav,11
548349,Sawai Mansingh Stadium,1,Rajasthan Royals,M Morkel,10
548349,Sawai Mansingh Stadium,1,Rajasthan Royals,S Nadeem,12
548349,Sawai Mansingh Stadium,2,Delhi Daredevils,AA Chavan,15
548349,Sawai Mansingh Stadium,2,Delhi Daredevils,Pankaj Singh,13
548349,Sawai Mansingh Stadium,2,Delhi Daredevils,SR Watson,17
548349,Sawai Mansingh Stadium,2,Delhi Daredevils,A Singh,16
548348,Barabati Stadium,1,Deccan Chargers,MN Samuels,14
548348,Barabati Stadium,1,Deccan Chargers,WD Parnell,7
548348,Barabati Stadium,1,Deccan Chargers,A Nehra,7
548348,Barabati Stadium,1,Deccan Chargers,B Kumar,5
548348,Barabati Stadium,2,Pune Warriors,Ankit Sharma,3
548348,Barabati Stadium,2,Pune Warriors,JP Duminy,8
548348,Barabati Stadium,2,Pune Warriors,V Pratap Singh,12
548348,Barabati Stadium,2,Pune Warriors,DW Steyn,25
548350,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,P Kumar,4
548350,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,RJ Harris,21
548350,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,P Awana,8
548350,M Chinnaswamy Stadium,2,Kings XI Punjab,Z Khan,21
548350,M Chinnaswamy Stadium,2,Kings XI Punjab,R Vinay Kumar,23
548350,M Chinnaswamy Stadium,2,Kings XI Punjab,AB McDonald,9
548351,Subrata Roy Sahara Stadium,1,Mumbai Indians,M Kartik,4
548351,Subrata Roy Sahara Stadium,1,Mumbai Indians,AB Dinda,13
548351,Subrata Roy Sahara Stadium,1,Mumbai Indians,WD Parnell,7
548351,Subrata Roy Sahara Stadium,1,Mumbai Indians,B Kumar,4
548351,Subrata Roy Sahara Stadium,1,Mumbai Indians,A Nehra,14
548351,Subrata Roy Sahara Stadium,2,Pune Warriors,SL Malinga,12
548351,Subrata Roy Sahara Stadium,2,Pune Warriors,MM Patel,14
548351,Subrata Roy Sahara Stadium,2,Pune Warriors,Harbhajan Singh,11
548352,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Ankit Sharma,6
548352,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,DW Steyn,14
548352,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,V Pratap Singh,27
548352,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,DT Christian,9
548352,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,BW Hilfenhaus,12
548352,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,JA Morkel,13
548352,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,DJ Bravo,15
548352,"MA Chidambaram Stadium, Chepauk",2,Deccan Chargers,R Ashwin,7
548354,"Punjab Cricket Association Stadium, Mohali",1,Rajasthan Royals,P Kumar,25
548354,"Punjab Cricket Association Stadium, Mohali",1,Rajasthan Royals,RJ Harris,20
548354,"Punjab Cricket Association Stadium, Mohali",1,Rajasthan Royals,P Awana,19
548354,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,AA Chavan,8
548354,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,SR Watson,9
548354,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,SW Tait,11
548354,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,J Botha,5
548353,Eden Gardens,1,Kolkata Knight Riders,M Kartik,13
548353,Eden Gardens,1,Kolkata Knight Riders,AB Dinda,28
548353,Eden Gardens,1,Kolkata Knight Riders,B Kumar,10
548353,Eden Gardens,1,Kolkata Knight Riders,WD Parnell,17
548353,Eden Gardens,2,Pune Warriors,Iqbal Abdulla,21
548353,Eden Gardens,2,Pune Warriors,M de Lange,24
548355,Wankhede Stadium,1,Chennai Super Kings,RJ Peterson,7
548355,Wankhede Stadium,1,Chennai Super Kings,RP Singh,8
548355,Wankhede Stadium,1,Chennai Super Kings,MM Patel,27
548355,Wankhede Stadium,1,Chennai Super Kings,SL Malinga,10
548355,Wankhede Stadium,2,Mumbai Indians,BW Hilfenhaus,18
548355,Wankhede Stadium,2,Mumbai Indians,JA Morkel,20
548355,Wankhede Stadium,2,Mumbai Indians,R Ashwin,8
548356,M Chinnaswamy Stadium,1,Deccan Chargers,Z Khan,21
548356,M Chinnaswamy Stadium,1,Deccan Chargers,A Mithun,18
548356,M Chinnaswamy Stadium,1,Deccan Chargers,P Parameswaran,7
548356,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,S Dhawan,11
548356,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,DW Steyn,7
548356,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,V Pratap Singh,18
548356,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Anand Rajan,10
548357,Feroz Shah Kotla,1,Delhi Daredevils,B Lee,17
548357,Feroz Shah Kotla,1,Delhi Daredevils,PJ Sangwan,17
548357,Feroz Shah Kotla,1,Delhi Daredevils,JH Kallis,14
548357,Feroz Shah Kotla,1,Delhi Daredevils,SP Narine,2
548357,Feroz Shah Kotla,2,Kolkata Knight Riders,IK Pathan,10
548357,Feroz Shah Kotla,2,Kolkata Knight Riders,S Nadeem,20
548357,Feroz Shah Kotla,2,Kolkata Knight Riders,M Morkel,20
548357,Feroz Shah Kotla,2,Kolkata Knight Riders,UT Yadav,10
548359,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,AA Jhunjhunwala,12
548359,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,V Pratap Singh,18
548359,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,J Theron,17
548359,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,S Dhawan,4
548359,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,RR Powar,8
548359,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,P Kumar,7
548359,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,PP Chawla,6
548359,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,P Awana,10
548359,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,Azhar Mahmood,9
548358,Subrata Roy Sahara Stadium,1,Pune Warriors,AA Chavan,6
548358,Subrata Roy Sahara Stadium,1,Pune Warriors,SW Tait,8
548358,Subrata Roy Sahara Stadium,1,Pune Warriors,SR Watson,14
548358,Subrata Roy Sahara Stadium,1,Pune Warriors,J Botha,7
548358,Subrata Roy Sahara Stadium,2,Rajasthan Royals,WD Parnell,12
548358,Subrata Roy Sahara Stadium,2,Rajasthan Royals,B Kumar,9
548358,Subrata Roy Sahara Stadium,2,Rajasthan Royals,M Kartik,16
548358,Subrata Roy Sahara Stadium,2,Rajasthan Royals,A Nehra,12
548360,Wankhede Stadium,1,Mumbai Indians,Z Khan,2
548360,Wankhede Stadium,1,Mumbai Indians,R Vinay Kumar,16
548360,Wankhede Stadium,1,Mumbai Indians,HV Patel,7
548360,Wankhede Stadium,2,Royal Challengers Bangalore,SL Malinga,10
548360,Wankhede Stadium,2,Royal Challengers Bangalore,RP Singh,25
548329,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,AD Russell,8
548329,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,IK Pathan,8
548329,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,M Morkel,7
548329,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,VR Aaron,10
548329,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,S Dhawan,16
548329,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,TP Sudhindra,20
548329,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,MS Gony,8
548329,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,A Ashish Reddy,20
548361,Sawai Mansingh Stadium,1,Rajasthan Royals,JA Morkel,19
548361,Sawai Mansingh Stadium,1,Rajasthan Royals,BW Hilfenhaus,9
548361,Sawai Mansingh Stadium,2,Chennai Super Kings,SR Watson,14
548361,Sawai Mansingh Stadium,2,Chennai Super Kings,Pankaj Singh,15
548361,Sawai Mansingh Stadium,2,Chennai Super Kings,SW Tait,7
548362,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,K Upadhyay,17
548362,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,AC Thomas,20
548362,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,B Kumar,29
548362,Subrata Roy Sahara Stadium,2,Pune Warriors,Z Khan,8
548362,Subrata Roy Sahara Stadium,2,Pune Warriors,R Vinay Kumar,18
548362,Subrata Roy Sahara Stadium,2,Pune Warriors,HV Patel,12
548362,Subrata Roy Sahara Stadium,2,Pune Warriors,KP Appanna,12
548364,"MA Chidambaram Stadium, Chepauk",1,Delhi Daredevils,BW Hilfenhaus,14
548364,"MA Chidambaram Stadium, Chepauk",1,Delhi Daredevils,JA Morkel,13
548364,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,M Morkel,20
548364,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,UT Yadav,8
548364,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,VR Aaron,17
548363,Eden Gardens,1,Mumbai Indians,Shakib Al Hasan,20
548363,Eden Gardens,1,Mumbai Indians,B Lee,23
548363,Eden Gardens,1,Mumbai Indians,SP Narine,6
548363,Eden Gardens,2,Kolkata Knight Riders,MM Patel,17
548363,Eden Gardens,2,Kolkata Knight Riders,PP Ojha,11
548363,Eden Gardens,2,Kolkata Knight Riders,SL Malinga,4
548366,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,P Kumar,12
548366,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,DJ Hussey,15
548366,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,RJ Harris,6
548366,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,P Awana,8
548366,"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,Azhar Mahmood,6
548366,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,DW Steyn,3
548366,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,TP Sudhindra,20
548366,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,DT Christian,8
548366,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,AA Jhunjhunwala,13
548365,Sawai Mansingh Stadium,1,Rajasthan Royals,M Kartik,8
548365,Sawai Mansingh Stadium,1,Rajasthan Royals,A Nehra,10
548365,Sawai Mansingh Stadium,1,Rajasthan Royals,B Kumar,17
548365,Sawai Mansingh Stadium,1,Rajasthan Royals,R Sharma,10
548365,Sawai Mansingh Stadium,2,Pune Warriors,A Chandila,9
548365,Sawai Mansingh Stadium,2,Pune Warriors,SR Watson,17
548365,Sawai Mansingh Stadium,2,Pune Warriors,SW Tait,7
548367,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,MM Patel,31
548367,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,RP Singh,3
548367,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,SL Malinga,6
548367,M Chinnaswamy Stadium,2,Mumbai Indians,Z Khan,10
548367,M Chinnaswamy Stadium,2,Mumbai Indians,R Vinay Kumar,18
548367,M Chinnaswamy Stadium,2,Mumbai Indians,HV Patel,4
