matchid,venue,innings,batting_team,bowler,runs
1178429,M.Chinnaswamy Stadium,1,Sunrisers Hyderabad,YS Chahal,16
1178429,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,B Kumar,7
1178429,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,KK Ahmed,32
1178429,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rashid Khan,10
1178430,Punjab Cricket Association IS Bindra Stadium,1,Chennai Super Kings,Harpreet Brar,7
1178430,Punjab Cricket Association IS Bindra Stadium,1,Chennai Super Kings,Mohammed Shami,13
1178430,Punjab Cricket Association IS Bindra Stadium,1,Chennai Super Kings,SM Curran,16
1178430,Punjab Cricket Association IS Bindra Stadium,1,Chennai Super Kings,R Ashwin,6
1178430,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,DL Chahar,18
1178430,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Harbhajan Singh,42
1178430,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,DJ Bravo,8
1178431,Wankhede Stadium,1,Kolkata Knight Riders,MJ McClenaghan,13
1178431,Wankhede Stadium,1,Kolkata Knight Riders,KH Pandya,2
1178431,Wankhede Stadium,1,Kolkata Knight Riders,SL Malinga,13
1178431,Wankhede Stadium,1,Kolkata Knight Riders,JJ Bumrah,9
1178431,Wankhede Stadium,1,Kolkata Knight Riders,RD Chahar,12
1178431,Wankhede Stadium,2,Mumbai Indians,S Sandeep Warrier,20
1178431,Wankhede Stadium,2,Mumbai Indians,HF Gurney,4
1178431,Wankhede Stadium,2,Mumbai Indians,AD Russell,21
1178431,Wankhede Stadium,2,Mumbai Indians,SP Narine,1
1181764,MA Chidambaram Stadium,1,Chennai Super Kings,SL Malinga,1
1181764,MA Chidambaram Stadium,1,Chennai Super Kings,KH Pandya,14
1181764,MA Chidambaram Stadium,1,Chennai Super Kings,RD Chahar,1
1181764,MA Chidambaram Stadium,1,Chennai Super Kings,J Yadav,6
1181764,MA Chidambaram Stadium,1,Chennai Super Kings,JJ Bumrah,10
1181764,MA Chidambaram Stadium,2,Mumbai Indians,DL Chahar,24
1181764,MA Chidambaram Stadium,2,Mumbai Indians,Harbhajan Singh,20
1181766,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,TA Boult,23
1181766,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,I Sharma,24
1181766,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,AR Patel,7
1181766,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,B Kumar,27
1181766,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,Mohammad Nabi,9
1181766,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,KK Ahmed,13
1181766,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,Rashid Khan,6
1181767,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,DL Chahar,16
1181767,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,SN Thakur,13
1181767,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,Harbhajan Singh,12
1181767,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Chennai Super Kings,TA Boult,10
1181767,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Chennai Super Kings,I Sharma,21
1181767,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Chennai Super Kings,AR Patel,11
1181768,Rajiv Gandhi International Stadium,1,Mumbai Indians,DL Chahar,22
1181768,Rajiv Gandhi International Stadium,1,Mumbai Indians,SN Thakur,16
1181768,Rajiv Gandhi International Stadium,1,Mumbai Indians,Harbhajan Singh,7
1181768,Rajiv Gandhi International Stadium,2,Chennai Super Kings,MJ McClenaghan,7
1181768,Rajiv Gandhi International Stadium,2,Chennai Super Kings,KH Pandya,19
1181768,Rajiv Gandhi International Stadium,2,Chennai Super Kings,SL Malinga,22
1181768,Rajiv Gandhi International Stadium,2,Chennai Super Kings,JJ Bumrah,5
1216492,Sheikh Zayed Stadium,1,Mumbai Indians,DL Chahar,20
1216492,Sheikh Zayed Stadium,1,Mumbai Indians,SM Curran,10
1216492,Sheikh Zayed Stadium,1,Mumbai Indians,L Ngidi,18
1216492,Sheikh Zayed Stadium,1,Mumbai Indians,PP Chawla,3
1216492,Sheikh Zayed Stadium,2,Chennai Super Kings,TA Boult,15
1216492,Sheikh Zayed Stadium,2,Chennai Super Kings,JL Pattinson,8
1216492,Sheikh Zayed Stadium,2,Chennai Super Kings,JJ Bumrah,14
1216493,Dubai International Cricket Stadium,1,Delhi Capitals,SS Cottrell,6
1216493,Dubai International Cricket Stadium,1,Delhi Capitals,Mohammed Shami,9
1216493,Dubai International Cricket Stadium,1,Delhi Capitals,CJ Jordan,8
1216493,Dubai International Cricket Stadium,2,Kings XI Punjab,A Nortje,14
1216493,Dubai International Cricket Stadium,2,Kings XI Punjab,MM Sharma,14
1216493,Dubai International Cricket Stadium,2,Kings XI Punjab,K Rabada,5
1216493,Dubai International Cricket Stadium,2,Kings XI Punjab,R Ashwin,2
1216493,Dubai International Cricket Stadium,3,Kings XI Punjab,K Rabada,2
1216493,Dubai International Cricket Stadium,4,Delhi Capitals,Mohammed Shami,3
1216534,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,B Kumar,9
1216534,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Sandeep Sharma,16
1216534,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,T Natarajan,12
1216534,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,MR Marsh,6
1216534,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,V Shankar,10
1216534,Dubai International Cricket Stadium,2,Sunrisers Hyderabad,DW Steyn,13
1216534,Dubai International Cricket Stadium,2,Sunrisers Hyderabad,UT Yadav,22
1216534,Dubai International Cricket Stadium,2,Sunrisers Hyderabad,NA Saini,13
1216496,Sharjah Cricket Stadium,1,Rajasthan Royals,DL Chahar,28
1216496,Sharjah Cricket Stadium,1,Rajasthan Royals,SM Curran,17
1216496,Sharjah Cricket Stadium,1,Rajasthan Royals,L Ngidi,9
1216496,Sharjah Cricket Stadium,2,Chennai Super Kings,JD Unadkat,16
1216496,Sharjah Cricket Stadium,2,Chennai Super Kings,JC Archer,9
1216496,Sharjah Cricket Stadium,2,Chennai Super Kings,S Gopal,11
1216496,Sharjah Cricket Stadium,2,Chennai Super Kings,TK Curran,17
1216508,Sheikh Zayed Stadium,1,Mumbai Indians,S Sandeep Warrier,24
1216508,Sheikh Zayed Stadium,1,Mumbai Indians,Shivam Mavi,9
1216508,Sheikh Zayed Stadium,1,Mumbai Indians,PJ Cummins,15
1216508,Sheikh Zayed Stadium,1,Mumbai Indians,SP Narine,11
1216508,Sheikh Zayed Stadium,2,Kolkata Knight Riders,TA Boult,10
1216508,Sheikh Zayed Stadium,2,Kolkata Knight Riders,JL Pattinson,14
1216508,Sheikh Zayed Stadium,2,Kolkata Knight Riders,JJ Bumrah,1
1216508,Sheikh Zayed Stadium,2,Kolkata Knight Riders,RD Chahar,8
1216539,Dubai International Cricket Stadium,1,Delhi Capitals,DL Chahar,15
1216539,Dubai International Cricket Stadium,1,Delhi Capitals,SM Curran,14
1216539,Dubai International Cricket Stadium,1,Delhi Capitals,JR Hazlewood,7
1216539,Dubai International Cricket Stadium,2,Chennai Super Kings,K Rabada,2
1216539,Dubai International Cricket Stadium,2,Chennai Super Kings,AR Patel,11
1216539,Dubai International Cricket Stadium,2,Chennai Super Kings,A Nortje,9
1216539,Dubai International Cricket Stadium,2,Chennai Super Kings,Avesh Khan,12
1216510,Dubai International Cricket Stadium,1,Kings XI Punjab,UT Yadav,17
1216510,Dubai International Cricket Stadium,1,Kings XI Punjab,DW Steyn,17
1216510,Dubai International Cricket Stadium,1,Kings XI Punjab,NA Saini,16
1216510,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,SS Cottrell,17
1216510,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Mohammed Shami,8
1216510,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Ravi Bishnoi,15
1216545,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,SP Narine,20
1216545,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,PJ Cummins,11
1216545,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Shivam Mavi,9
1216545,Sheikh Zayed Stadium,2,Kolkata Knight Riders,B Kumar,18
1216545,Sheikh Zayed Stadium,2,Kolkata Knight Riders,KK Ahmed,29
1216545,Sheikh Zayed Stadium,2,Kolkata Knight Riders,T Natarajan,5
1216527,Sharjah Cricket Stadium,1,Kings XI Punjab,JD Unadkat,20
1216527,Sharjah Cricket Stadium,1,Kings XI Punjab,AS Rajpoot,25
1216527,Sharjah Cricket Stadium,1,Kings XI Punjab,JC Archer,15
1216527,Sharjah Cricket Stadium,2,Rajasthan Royals,SS Cottrell,22
1216527,Sharjah Cricket Stadium,2,Rajasthan Royals,Mohammed Shami,22
1216527,Sharjah Cricket Stadium,2,Rajasthan Royals,Ravi Bishnoi,11
1216527,Sharjah Cricket Stadium,2,Rajasthan Royals,JDS Neesham,14
1216504,Dubai International Cricket Stadium,1,Kolkata Knight Riders,JC Archer,1
1216504,Dubai International Cricket Stadium,1,Kolkata Knight Riders,AS Rajpoot,20
1216504,Dubai International Cricket Stadium,1,Kolkata Knight Riders,JD Unadkat,15
1216504,Dubai International Cricket Stadium,1,Kolkata Knight Riders,TK Curran,6
1216504,Dubai International Cricket Stadium,2,Rajasthan Royals,SP Narine,12
1216504,Dubai International Cricket Stadium,2,Rajasthan Royals,PJ Cummins,15
1216504,Dubai International Cricket Stadium,2,Rajasthan Royals,Shivam Mavi,12
1216532,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,I Sharma,12
1216532,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,K Rabada,5
1216532,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,A Nortje,17
1216532,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,MP Stoinis,4
1216532,Sheikh Zayed Stadium,2,Delhi Capitals,B Kumar,7
1216532,Sheikh Zayed Stadium,2,Delhi Capitals,KK Ahmed,15
1216532,Sheikh Zayed Stadium,2,Delhi Capitals,T Natarajan,12
1216547,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,TA Boult,18
1216547,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,JL Pattinson,17
1216547,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,RD Chahar,14
1216547,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,JJ Bumrah,10
1216547,Dubai International Cricket Stadium,2,Mumbai Indians,I Udana,21
1216547,Dubai International Cricket Stadium,2,Mumbai Indians,Washington Sundar,7
1216547,Dubai International Cricket Stadium,2,Mumbai Indians,NA Saini,7
1216547,Dubai International Cricket Stadium,3,Mumbai Indians,NA Saini,7
1216547,Dubai International Cricket Stadium,4,Royal Challengers Bangalore,JJ Bumrah,11
1216503,Sheikh Zayed Stadium,1,Mumbai Indians,SS Cottrell,17
1216503,Sheikh Zayed Stadium,1,Mumbai Indians,Mohammed Shami,8
1216503,Sheikh Zayed Stadium,1,Mumbai Indians,Ravi Bishnoi,4
1216503,Sheikh Zayed Stadium,1,Mumbai Indians,K Gowtham,12
1216503,Sheikh Zayed Stadium,2,Kings XI Punjab,TA Boult,21
1216503,Sheikh Zayed Stadium,2,Kings XI Punjab,JL Pattinson,12
1216503,Sheikh Zayed Stadium,2,Kings XI Punjab,KH Pandya,7
1216503,Sheikh Zayed Stadium,2,Kings XI Punjab,JJ Bumrah,1
1216516,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,DL Chahar,18
1216516,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,SM Curran,15
1216516,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,SN Thakur,9
1216516,Dubai International Cricket Stadium,2,Chennai Super Kings,B Kumar,4
1216516,Dubai International Cricket Stadium,2,Chennai Super Kings,KK Ahmed,16
1216516,Dubai International Cricket Stadium,2,Chennai Super Kings,T Natarajan,16
1216514,Sheikh Zayed Stadium,1,Rajasthan Royals,I Udana,24
1216514,Sheikh Zayed Stadium,1,Rajasthan Royals,Washington Sundar,12
1216514,Sheikh Zayed Stadium,1,Rajasthan Royals,NA Saini,0
1216514,Sheikh Zayed Stadium,1,Rajasthan Royals,YS Chahal,2
1216514,Sheikh Zayed Stadium,2,Royal Challengers Bangalore,JC Archer,10
1216514,Sheikh Zayed Stadium,2,Royal Challengers Bangalore,JD Unadkat,15
1216514,Sheikh Zayed Stadium,2,Royal Challengers Bangalore,S Gopal,14
1216514,Sheikh Zayed Stadium,2,Royal Challengers Bangalore,TK Curran,11
1216515,Sharjah Cricket Stadium,1,Delhi Capitals,PJ Cummins,21
1216515,Sharjah Cricket Stadium,1,Delhi Capitals,Shivam Mavi,8
1216515,Sharjah Cricket Stadium,1,Delhi Capitals,CV Varun,13
1216515,Sharjah Cricket Stadium,1,Delhi Capitals,SP Narine,15
1216515,Sharjah Cricket Stadium,2,Kolkata Knight Riders,K Rabada,4
1216515,Sharjah Cricket Stadium,2,Kolkata Knight Riders,A Nortje,20
1216515,Sharjah Cricket Stadium,2,Kolkata Knight Riders,R Ashwin,15
1216515,Sharjah Cricket Stadium,2,Kolkata Knight Riders,MP Stoinis,8
1216515,Sharjah Cricket Stadium,2,Kolkata Knight Riders,HV Patel,12
1216513,Dubai International Cricket Stadium,1,Kings XI Punjab,DL Chahar,18
1216513,Dubai International Cricket Stadium,1,Kings XI Punjab,SM Curran,20
1216513,Dubai International Cricket Stadium,1,Kings XI Punjab,SN Thakur,8
1216513,Dubai International Cricket Stadium,2,Chennai Super Kings,SS Cottrell,18
1216513,Dubai International Cricket Stadium,2,Chennai Super Kings,Mohammed Shami,16
1216513,Dubai International Cricket Stadium,2,Chennai Super Kings,Harpreet Brar,7
1216513,Dubai International Cricket Stadium,2,Chennai Super Kings,CJ Jordan,19
1216538,Sharjah Cricket Stadium,1,Mumbai Indians,Sandeep Sharma,13
1216538,Sharjah Cricket Stadium,1,Mumbai Indians,T Natarajan,7
1216538,Sharjah Cricket Stadium,1,Mumbai Indians,S Kaul,28
1216538,Sharjah Cricket Stadium,2,Sunrisers Hyderabad,TA Boult,16
1216538,Sharjah Cricket Stadium,2,Sunrisers Hyderabad,JL Pattinson,16
1216538,Sharjah Cricket Stadium,2,Sunrisers Hyderabad,KH Pandya,10
1216538,Sharjah Cricket Stadium,2,Sunrisers Hyderabad,JJ Bumrah,14
1216519,Dubai International Cricket Stadium,1,Delhi Capitals,I Udana,14
1216519,Dubai International Cricket Stadium,1,Delhi Capitals,Washington Sundar,17
1216519,Dubai International Cricket Stadium,1,Delhi Capitals,NA Saini,14
1216519,Dubai International Cricket Stadium,1,Delhi Capitals,YS Chahal,18
1216519,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,K Rabada,5
1216519,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,A Nortje,15
1216519,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,R Ashwin,5
1216519,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,AR Patel,7
1216519,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,HV Patel,11
1216511,Sheikh Zayed Stadium,1,Mumbai Indians,AS Rajpoot,25
1216511,Sheikh Zayed Stadium,1,Mumbai Indians,S Gopal,4
1216511,Sheikh Zayed Stadium,1,Mumbai Indians,JC Archer,12
1216511,Sheikh Zayed Stadium,1,Mumbai Indians,Kartik Tyagi,9
1216511,Sheikh Zayed Stadium,1,Mumbai Indians,TK Curran,7
1216511,Sheikh Zayed Stadium,2,Rajasthan Royals,TA Boult,17
1216511,Sheikh Zayed Stadium,2,Rajasthan Royals,JJ Bumrah,6
1216511,Sheikh Zayed Stadium,2,Rajasthan Royals,JL Pattinson,8
1216501,Sheikh Zayed Stadium,1,Kolkata Knight Riders,DL Chahar,33
1216501,Sheikh Zayed Stadium,1,Kolkata Knight Riders,SM Curran,14
1216501,Sheikh Zayed Stadium,1,Kolkata Knight Riders,SN Thakur,5
1216501,Sheikh Zayed Stadium,2,Chennai Super Kings,PJ Cummins,22
1216501,Sheikh Zayed Stadium,2,Chennai Super Kings,Shivam Mavi,32
1216542,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,SS Cottrell,28
1216542,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Mujeeb Ur Rahman,12
1216542,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Mohammed Shami,18
1216542,Dubai International Cricket Stadium,2,Kings XI Punjab,Sandeep Sharma,15
1216542,Dubai International Cricket Stadium,2,Kings XI Punjab,KK Ahmed,15
1216542,Dubai International Cricket Stadium,2,Kings XI Punjab,T Natarajan,15
1216500,Sharjah Cricket Stadium,1,Delhi Capitals,VR Aaron,25
1216500,Sharjah Cricket Stadium,1,Delhi Capitals,JC Archer,11
1216500,Sharjah Cricket Stadium,1,Delhi Capitals,Kartik Tyagi,7
1216500,Sharjah Cricket Stadium,1,Delhi Capitals,AJ Tye,8
1216500,Sharjah Cricket Stadium,2,Rajasthan Royals,K Rabada,24
1216500,Sharjah Cricket Stadium,2,Rajasthan Royals,A Nortje,3
1216500,Sharjah Cricket Stadium,2,Rajasthan Royals,R Ashwin,6
1216500,Sharjah Cricket Stadium,2,Rajasthan Royals,HV Patel,8
1216523,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Mohammed Shami,19
1216523,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Arshdeep Singh,2
1216523,Sheikh Zayed Stadium,1,Kolkata Knight Riders,CJ Jordan,4
1216523,Sheikh Zayed Stadium,2,Kings XI Punjab,PJ Cummins,17
1216523,Sheikh Zayed Stadium,2,Kings XI Punjab,M Prasidh Krishna,19
1216523,Sheikh Zayed Stadium,2,Kings XI Punjab,KL Nagarkoti,11
1216525,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,DL Chahar,10
1216525,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,SM Curran,15
1216525,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,SN Thakur,11
1216525,Dubai International Cricket Stadium,2,Chennai Super Kings,CH Morris,4
1216525,Dubai International Cricket Stadium,2,Chennai Super Kings,NA Saini,4
1216525,Dubai International Cricket Stadium,2,Chennai Super Kings,I Udana,7
1216525,Dubai International Cricket Stadium,2,Chennai Super Kings,Washington Sundar,11
1216507,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,JC Archer,3
1216507,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,S Gopal,10
1216507,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Kartik Tyagi,10
1216507,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,JD Unadkat,3
1216507,Dubai International Cricket Stadium,2,Rajasthan Royals,Sandeep Sharma,10
1216507,Dubai International Cricket Stadium,2,Rajasthan Royals,KK Ahmed,14
1216507,Dubai International Cricket Stadium,2,Rajasthan Royals,T Natarajan,12
1216529,Sheikh Zayed Stadium,1,Delhi Capitals,TA Boult,12
1216529,Sheikh Zayed Stadium,1,Delhi Capitals,JL Pattinson,24
1216529,Sheikh Zayed Stadium,1,Delhi Capitals,JJ Bumrah,1
1216529,Sheikh Zayed Stadium,1,Delhi Capitals,KH Pandya,9
1216529,Sheikh Zayed Stadium,2,Mumbai Indians,K Rabada,3
1216529,Sheikh Zayed Stadium,2,Mumbai Indians,A Nortje,17
1216529,Sheikh Zayed Stadium,2,Mumbai Indians,AR Patel,12
1216529,Sheikh Zayed Stadium,2,Mumbai Indians,R Ashwin,12
1216540,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,PJ Cummins,20
1216540,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,M Prasidh Krishna,21
1216540,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,AD Russell,6
1216540,Sharjah Cricket Stadium,2,Kolkata Knight Riders,CH Morris,7
1216540,Sharjah Cricket Stadium,2,Kolkata Knight Riders,NA Saini,12
1216540,Sharjah Cricket Stadium,2,Kolkata Knight Riders,Mohammed Siraj,20
1216540,Sharjah Cricket Stadium,2,Kolkata Knight Riders,Washington Sundar,4
1216528,Dubai International Cricket Stadium,1,Chennai Super Kings,Sandeep Sharma,10
1216528,Dubai International Cricket Stadium,1,Chennai Super Kings,KK Ahmed,29
1216528,Dubai International Cricket Stadium,1,Chennai Super Kings,S Nadeem,5
1216528,Dubai International Cricket Stadium,2,Sunrisers Hyderabad,DL Chahar,22
1216528,Dubai International Cricket Stadium,2,Sunrisers Hyderabad,SM Curran,18
1216543,Dubai International Cricket Stadium,1,Delhi Capitals,JC Archer,5
1216543,Dubai International Cricket Stadium,1,Delhi Capitals,JD Unadkat,7
1216543,Dubai International Cricket Stadium,1,Delhi Capitals,Kartik Tyagi,22
1216543,Dubai International Cricket Stadium,1,Delhi Capitals,BA Stokes,13
1216543,Dubai International Cricket Stadium,2,Rajasthan Royals,K Rabada,17
1216543,Dubai International Cricket Stadium,2,Rajasthan Royals,TU Deshpande,11
1216543,Dubai International Cricket Stadium,2,Rajasthan Royals,A Nortje,19
1216543,Dubai International Cricket Stadium,2,Rajasthan Royals,R Ashwin,3
1216531,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,GJ Maxwell,8
1216531,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Mohammed Shami,21
1216531,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Arshdeep Singh,20
1216531,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Ravi Bishnoi,8
1216531,Sharjah Cricket Stadium,2,Kings XI Punjab,CH Morris,14
1216531,Sharjah Cricket Stadium,2,Kings XI Punjab,NA Saini,17
1216531,Sharjah Cricket Stadium,2,Kings XI Punjab,YS Chahal,15
1216531,Sharjah Cricket Stadium,2,Kings XI Punjab,I Udana,10
1216526,Sheikh Zayed Stadium,1,Kolkata Knight Riders,TA Boult,9
1216526,Sheikh Zayed Stadium,1,Kolkata Knight Riders,NM Coulter-Nile,14
1216526,Sheikh Zayed Stadium,1,Kolkata Knight Riders,JJ Bumrah,7
1216526,Sheikh Zayed Stadium,1,Kolkata Knight Riders,KH Pandya,3
1216526,Sheikh Zayed Stadium,2,Mumbai Indians,CJ Green,16
1216526,Sheikh Zayed Stadium,2,Mumbai Indians,PJ Cummins,18
1216526,Sheikh Zayed Stadium,2,Mumbai Indians,M Prasidh Krishna,14
1216526,Sheikh Zayed Stadium,2,Mumbai Indians,AD Russell,3
1216509,Sharjah Cricket Stadium,1,Chennai Super Kings,TU Deshpande,12
1216509,Sharjah Cricket Stadium,1,Chennai Super Kings,K Rabada,10
1216509,Sharjah Cricket Stadium,1,Chennai Super Kings,AR Patel,3
1216509,Sharjah Cricket Stadium,1,Chennai Super Kings,A Nortje,14
1216509,Sharjah Cricket Stadium,2,Delhi Capitals,DL Chahar,13
1216509,Sharjah Cricket Stadium,2,Delhi Capitals,SM Curran,8
1216509,Sharjah Cricket Stadium,2,Delhi Capitals,SN Thakur,20
1216522,Dubai International Cricket Stadium,1,Rajasthan Royals,Washington Sundar,18
1216522,Dubai International Cricket Stadium,1,Rajasthan Royals,CH Morris,8
1216522,Dubai International Cricket Stadium,1,Rajasthan Royals,I Udana,17
1216522,Dubai International Cricket Stadium,1,Rajasthan Royals,NA Saini,9
1216522,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,JC Archer,17
1216522,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,S Gopal,10
1216522,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Kartik Tyagi,12
1216522,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,JD Unadkat,8
1216512,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Sandeep Sharma,9
1216512,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Basil Thampi,20
1216512,Sheikh Zayed Stadium,1,Kolkata Knight Riders,T Natarajan,19
1216512,Sheikh Zayed Stadium,2,Sunrisers Hyderabad,PJ Cummins,13
1216512,Sheikh Zayed Stadium,2,Sunrisers Hyderabad,Shivam Mavi,22
1216512,Sheikh Zayed Stadium,2,Sunrisers Hyderabad,CV Varun,10
1216512,Sheikh Zayed Stadium,2,Sunrisers Hyderabad,AD Russell,13
